,상가업소번호,상호명,상권업종대분류명,상권업종소분류명,지번주소,도로명주소
8438,MA010120220813762885,디오씨씨,과학·기술,광고 대행업,세종특별자치시 세종특별자치시 어진동 547,세종특별자치시 세종특별자치시 절재로 194
8439,MA010120220813763287,문곡바이오테크,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 어진동 521,세종특별자치시 세종특별자치시 다솜1로 20
8440,MA010120220813714327,해밀리장재리100번지,음식,돼지고기 구이/찜,세종특별자치시 세종특별자치시 금남면 장재리 100,세종특별자치시 세종특별자치시 금남면 금남구즉로 356
8441,MA010120220813710549,할리스커피세종어반아트리움점,음식,카페,세종특별자치시 세종특별자치시 나성동 811,세종특별자치시 세종특별자치시 나성로 96
8442,MA010120220813710712,드롭탑세종,음식,카페,세종특별자치시 세종특별자치시 보람동 741,세종특별자치시 세종특별자치시 한누리대로 2149
8443,MA010120220813715271,컬럼비아,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 어진동 510,세종특별자치시 세종특별자치시 도움3로 19
8444,MA010120220813719295,수른,음식,요리 주점,세종특별자치시 세종특별자치시 나성동 789,세종특별자치시 세종특별자치시 나성북1로 18
8445,MA010120220813715322,구피샵,수리·개인,미용실,세종특별자치시 세종특별자치시 한솔동 941,세종특별자치시 세종특별자치시 노을3로 25
8446,MA010120220813715488,그대있음에,음식,카페,세종특별자치시 세종특별자치시 연서면 고복리 454,세종특별자치시 세종특별자치시 연서면 복골길 45-19
8447,MA010120220813724261,동샘영어교습소,교육,입시·교과학원,세종특별자치시 세종특별자치시 소담동 541,세종특별자치시 세종특별자치시 한누리대로 2016
8448,MA010120220813732589,초승달샌드위치,음식,토스트/샌드위치/샐러드,세종특별자치시 세종특별자치시 아름동 1288,세종특별자치시 세종특별자치시 보듬3로 104-11
8449,MA010120220813720777,팜킷샐러드,음식,피자,세종특별자치시 세종특별자치시 새롬동 588,세종특별자치시 세종특별자치시 새롬중앙로 47
8450,MA010120220813717011,마슬랜치킨한국영,음식,치킨,세종특별자치시 세종특별자치시 장군면 금암리 258,세종특별자치시 세종특별자치시 장군면 대학길 122
8451,MA010120220813717012,예뻐지는날,수리·개인,피부 관리실,세종특별자치시 세종특별자치시 아름동 1335,세종특별자치시 세종특별자치시 보듬3로 143
8452,MA010120220813721279,누리실내테니스장,예술·스포츠,테니스장,세종특별자치시 세종특별자치시 보람동 747,세종특별자치시 세종특별자치시 호려울로 29
8453,MA010120220813722070,소먹방,음식,백반/한정식,세종특별자치시 세종특별자치시 조치원읍 신흥리 172-4,세종특별자치시 세종특별자치시 조치원읍 도원2로 39
8454,MA010120220813726557,오토오아시스,수리·개인,자동차 정비소,세종특별자치시 세종특별자치시 어진동 503,세종특별자치시 세종특별자치시 절재로 154
8455,MA010120220813726088,훈민정음,음식,카페,세종특별자치시 세종특별자치시 조치원읍 서창리 155-21,세종특별자치시 세종특별자치시 조치원읍 내창3길 6-2
8456,MA010120220813721962,순남시래기세종,음식,백반/한정식,세종특별자치시 세종특별자치시 보람동 721,세종특별자치시 세종특별자치시 한누리대로 2144
8457,MA010120220813713839,가인,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 어진동 686,세종특별자치시 세종특별자치시 한누리대로 350
8458,MA010120220813755446,세종베이비파크,소매,그 외 기타 종합 소매업,세종특별자치시 세종특별자치시 나성동 786,세종특별자치시 세종특별자치시 나성남로 7-16
8459,MA010120220813743573,한라기획,과학·기술,명함/간판/광고물 제작,세종특별자치시 세종특별자치시 집현동 726,세종특별자치시 세종특별자치시 집현중앙7로 6
8460,MA010120220813747787,초이자동차극장씨스페이스세종,소매,편의점,세종특별자치시 세종특별자치시 장군면 대교리 514-10,세종특별자치시 세종특별자치시 장군면 대교해솔1길 2
8461,MA010120220813743495,사계절마트,소매,슈퍼마켓,세종특별자치시 세종특별자치시 부강면 부강리 413,세종특별자치시 세종특별자치시 부강면 부강1길 8
8462,MA010120220813751887,중봉파닭,음식,치킨,세종특별자치시 세종특별자치시 조치원읍 원리 6-19,세종특별자치시 세종특별자치시 조치원읍 새내10길 19
8463,MA010120220813755833,까사다르떼,음식,카페,세종특별자치시 세종특별자치시 장군면 금암리 302-20,세종특별자치시 세종특별자치시 장군면 전원마을2길 56
8464,MA010120220813747922,디자인선,과학·기술,시각 디자인업,세종특별자치시 세종특별자치시 조치원읍 원리 1-1,세종특별자치시 세종특별자치시 조치원읍 새내12길 54
8465,MA010120220813743997,다니엘국제크리스천아카데미학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 다정동 933,세종특별자치시 세종특별자치시 다정중앙로 52
8466,MA010120220813756267,알파투자개발컨설팅,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 연동면 내판리 19-11,세종특별자치시 세종특별자치시 연동면 청연로 600-1
8467,MA010120220813748155,세종공감공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 조치원읍 신안리 364-3,세종특별자치시 세종특별자치시 조치원읍 섭골길 66
8468,MA010120220813752302,헤담,수리·개인,미용실,세종특별자치시 세종특별자치시 도담동 653,세종특별자치시 세종특별자치시 보듬4로 9
8469,MA010120220813752541,응응스크르세종가재,소매,반찬/식료품 소매업,세종특별자치시 세종특별자치시 종촌동 679,세종특별자치시 세종특별자치시 도움3로 159
8470,MA010120220813757048,쿵스롤러엔세종점,예술·스포츠,당구장,세종특별자치시 세종특별자치시 나성동 786,세종특별자치시 세종특별자치시 나성남로 7-16
8471,MA010120220813744687,피자알볼로세종,음식,피자,세종특별자치시 세종특별자치시 보람동 710,세종특별자치시 세종특별자치시 시청대로 209
8472,MA010120220813749234,이자카야오늘,음식,요리 주점,세종특별자치시 세종특별자치시 도담동 670,세종특별자치시 세종특별자치시 보듬3로 8-13
8473,MA010120220813758143,디디스토리,소매,침구류/커튼 소매업,세종특별자치시 세종특별자치시 도담동 653,세종특별자치시 세종특별자치시 보듬4로 9
8474,MA010120220813746213,잇또라멘새롬점,음식,일식 면 요리,세종특별자치시 세종특별자치시 새롬동 593,세종특별자치시 세종특별자치시 새롬중앙1로 13
8475,MA010120220813770738,3M오토네비,수리·개인,자동차 세차장,세종특별자치시 세종특별자치시 장군면 봉안리 342-5,세종특별자치시 세종특별자치시 장군면 장척로 561-1
8476,MA010120220813762926,행복한마을,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 조치원읍 신안리 35-13,세종특별자치시 세종특별자치시 조치원읍 신안새동네길 6
8477,MA010120220813750708,피자나라치킨공주,음식,피자,세종특별자치시 세종특별자치시 다정동 938,세종특별자치시 세종특별자치시 다정중앙로 40
8478,MA010120220813754964,촌댁본맥주,음식,치킨,세종특별자치시 세종특별자치시 조치원읍 침산리 263-4,세종특별자치시 세종특별자치시 조치원읍 행복3길 20
8479,MA010120220813730577,모모코드,소매,가전제품 소매업,세종특별자치시 세종특별자치시 금남면 영곡리 112-1,세종특별자치시 세종특별자치시 금남면 도암영곡길 260
8480,MA010120220813735093,나라공간정보,과학·기술,기타 엔지니어링 서비스업,세종특별자치시 세종특별자치시 장군면 대교리 79-102,세종특별자치시 세종특별자치시 장군면 금당17길 8
8481,MA010120220813730754,커넥트인신안리,음식,카페,세종특별자치시 세종특별자치시 조치원읍 신안리 320-3,세종특별자치시 세종특별자치시 조치원읍 돌간1길 1
8482,MA010120220813730907,이유경내과의원,보건의료,내과/소아과 의원,세종특별자치시 세종특별자치시 대평동 679,세종특별자치시 세종특별자치시 대평4길 17
8483,MA010120220813727861,조은자동차공업사,수리·개인,자동차 정비소,세종특별자치시 세종특별자치시 조치원읍 침산리 5-1,세종특별자치시 세종특별자치시 조치원읍 충현로 192
8484,MA010120220813756563,오로라,음식,생맥주 전문,세종특별자치시 세종특별자치시 나성동 797,세종특별자치시 세종특별자치시 나성로 125-4
8485,MA010120220813728121,센텀시티공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 다정동 945,세종특별자치시 세종특별자치시 다정중앙로 57
8486,MA010120220813732183,행복한고시텔,숙박,기숙사/고시원,세종특별자치시 세종특별자치시 도담동 655,세종특별자치시 세종특별자치시 한누리대로 589
8487,MA010120220813740436,우리핏,예술·스포츠,종합 스포츠시설,세종특별자치시 세종특별자치시 도담동 660,세종특별자치시 세종특별자치시 보듬3로 8-20
8488,MA010120220813728433,조치원종합세차장,수리·개인,자동차 세차장,세종특별자치시 세종특별자치시 조치원읍 서창리 47-3,세종특별자치시 세종특별자치시 조치원읍 새내로 231
8489,MA010120220813736894,김건효법률사무소,과학·기술,변호사,세종특별자치시 세종특별자치시 나성동 798,세종특별자치시 세종특별자치시 나성북로 9
8490,MA010120220813732604,성심법무사사무소,과학·기술,법무사,세종특별자치시 세종특별자치시 보람동 721,세종특별자치시 세종특별자치시 한누리대로 2144
8491,MA010120220813736709,미래캐슬공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 전의면 영당리 110-7,세종특별자치시 세종특별자치시 전의면 의당전의로 670
8492,MA010120220813728939,하이플러스,소매,가전제품 소매업,세종특별자치시 세종특별자치시 소담동 525,세종특별자치시 세종특별자치시 한누리대로 1962
8493,MA010120220813753741,더하이어,과학·기술,건물 및 토목 엔지니어링 서비스업,세종특별자치시 세종특별자치시 조치원읍 죽림리 254-2,세종특별자치시 세종특별자치시 조치원읍 충현로 28
8494,MA010120220813729485,프롬제로,음식,카페,세종특별자치시 세종특별자치시 나성동 712,세종특별자치시 세종특별자치시 한누리대로 211
8495,MA010120220813733791,동명기획,과학·기술,시각 디자인업,세종특별자치시 세종특별자치시 고운동 1375,세종특별자치시 세종특별자치시 마음로 272-9
8496,MA010120220813742374,뚜레쥬르부강점,음식,빵/도넛,세종특별자치시 세종특별자치시 부강면 부강리 420,세종특별자치시 세종특별자치시 부강면 부강로 47
8497,MA010120220813734636,이지영재아소비학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 반곡동 49-14,세종특별자치시 세종특별자치시 한누리대로 1820
8498,MA010120220813709994,대세코딩연구소,교육,컴퓨터 학원,세종특별자치시 세종특별자치시 보람동 755,세종특별자치시 세종특별자치시 호려울로 9
8499,MA010120220813694213,피지메디칼,소매,화장품 소매업,세종특별자치시 세종특별자치시 나성동 790,세종특별자치시 세종특별자치시 나성북1로 22
8500,MA010120220813698596,더케이헤어바이알랙스,수리·개인,미용실,세종특별자치시 세종특별자치시 종촌동 666,세종특별자치시 세종특별자치시 달빛로 47
8501,MA010120220813702470,슬기로운아카데미,예술·스포츠,헬스장,세종특별자치시 세종특별자치시 금남면 영곡리 4-6,세종특별자치시 세종특별자치시 금남면 성덕영곡길 146-37
8502,MA010120220813698807,디디디엔피자,음식,피자,세종특별자치시 세종특별자치시 집현동 726,세종특별자치시 세종특별자치시 집현중앙7로 6
8503,MA010120220813710835,오별난멸치국수,음식,국수/칼국수,세종특별자치시 세종특별자치시 어진동 656,세종특별자치시 세종특별자치시 갈매로 364
8504,MA010120220813695799,칼로리스테이션,음식,경양식,세종특별자치시 세종특별자치시 금남면 장재리 345-2,세종특별자치시 세종특별자치시 금남면 장재길 16
8505,MA010120220813695932,에이엠더블유,소매,문구/회화용품 소매업,세종특별자치시 세종특별자치시 어진동 530,세종특별자치시 세종특별자치시 한누리대로 499
8506,MA010120220813704124,루하임,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 연서면 신대리 469-6,세종특별자치시 세종특별자치시 연서면 송적골길 10-2
8507,MA010120220813704143,도담이엔씨,과학·기술,건물 및 토목 엔지니어링 서비스업,세종특별자치시 세종특별자치시 보람동 721,세종특별자치시 세종특별자치시 한누리대로 2144
8508,MA010120220813704427,호영상사,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 어진동 666,세종특별자치시 세종특별자치시 가름로 180
8509,MA010120220813704907,필라테스마르즈,교육,요가/필라테스 학원,세종특별자치시 세종특별자치시 나성동 789,세종특별자치시 세종특별자치시 나성북1로 18
8510,MA010120220813700939,장가게튀김료리집,음식,김밥/만두/분식,세종특별자치시 세종특별자치시 아름동 1295,세종특별자치시 세종특별자치시 보듬3로 100
8511,MA010120220813704946,유니팝미술교습소,교육,미술학원,세종특별자치시 세종특별자치시 새롬동 585,세종특별자치시 세종특별자치시 새롬중앙로 51
8512,MA010120220813709800,정가네,음식,백반/한정식,세종특별자치시 세종특별자치시 부강면 부강리 407-1,세종특별자치시 세종특별자치시 부강면 부강로 64
8513,MA010120220813709421,남성컷트,수리·개인,미용실,세종특별자치시 세종특별자치시 한솔동 939,세종특별자치시 세종특별자치시 노을3로 14
8514,MA010120220813701436,다정부자마을공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 다정동 960,세종특별자치시 세종특별자치시 다정남로 22
8515,MA010120220813681062,노이네일,수리·개인,네일숍,세종특별자치시 세종특별자치시 나성동 371,세종특별자치시 세종특별자치시 국세청로 45
8516,MA010120220813681064,신미정춘천닭갈비,음식,닭/오리고기 구이/찜,세종특별자치시 세종특별자치시 나성동 792,세종특별자치시 세종특별자치시 나성로 133-9
8517,MA010120220813685432,이씨온플러스,시설관리·임대,전시/컨벤션/행사 대행 서비스업,세종특별자치시 세종특별자치시 나성동 790,세종특별자치시 세종특별자치시 나성북1로 22
8518,MA010120220813681352,우산정,음식,백반/한정식,세종특별자치시 세종특별자치시 보람동 706,세종특별자치시 세종특별자치시 시청대로 137
8519,MA010120220813681406,택이네조개전골세종나성점,음식,해산물 구이/찜,세종특별자치시 세종특별자치시 나성동 789,세종특별자치시 세종특별자치시 나성북1로 18
8520,MA010120220813693684,더블유에이에스,소매,자전거 소매업,세종특별자치시 세종특별자치시 어진동 667,세종특별자치시 세종특별자치시 가름로 194
8521,MA010120220813681744,그래시,소매,꽃집,세종특별자치시 세종특별자치시 보람동 744,세종특별자치시 세종특별자치시 한누리대로 2129
8522,MA010120220813681525,와라와라노래연습장,예술·스포츠,노래방,세종특별자치시 세종특별자치시 조치원읍 침산리 262-12,세종특별자치시 세종특별자치시 조치원읍 행복길 17
8523,MA010120220813681698,제육대가,음식,기타 한식 음식점,세종특별자치시 세종특별자치시 종촌동 662,세종특별자치시 세종특별자치시 도움3로 105-8
8524,MA010120220813690147,워너블랙,음식,카페,세종특별자치시 세종특별자치시 나성동 796,세종특별자치시 세종특별자치시 나성로 125-10
8525,MA010120220813682051,모모아이,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 보람동 738,세종특별자치시 세종특별자치시 남세종로 480
8526,MA010120220813686215,멕시카나치킨세종,음식,치킨,세종특별자치시 세종특별자치시 보람동 710,세종특별자치시 세종특별자치시 시청대로 209
8527,MA010120220813690768,배관청소119,시설관리·임대,사업시설 유지·관리 서비스업,세종특별자치시 세종특별자치시 조치원읍 신안리 341-25,세종특별자치시 세종특별자치시 조치원읍 섭골길 78
8528,MA010120220813687354,세븐일레븐조치원홍대,소매,편의점,세종특별자치시 세종특별자치시 조치원읍 신안리 142-11,세종특별자치시 세종특별자치시 조치원읍 세종로 2647
8529,MA010120220813691092,건축사사무소해석,과학·기술,건축 설계 및 관련 서비스업,세종특별자치시 세종특별자치시 나성동 768,세종특별자치시 세종특별자치시 한누리대로 234
8530,MA010120220813678902,명품세차장,수리·개인,자동차 세차장,세종특별자치시 세종특별자치시 조치원읍 서창리 105-17,세종특별자치시 세종특별자치시 조치원읍 새내21길 6
8531,MA010120220813691958,책사행정사합동사무소,과학·기술,기타 법무관련 서비스업,세종특별자치시 세종특별자치시 고운동 1370,세종특별자치시 세종특별자치시 마음로 264
8532,MA010120220813703709,풍전에프앤비,음식,카페,세종특별자치시 세종특별자치시 조치원읍 서창리 208,세종특별자치시 세종특별자치시 조치원읍 세종로 2511
8533,MA010120220813683838,아현디앤씨,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 소담동 529,세종특별자치시 세종특별자치시 한누리대로 1974
8534,MA010120220813708303,다이나포스헬스클럽,예술·스포츠,헬스장,세종특별자치시 세종특별자치시 전의면 읍내리 251-2,세종특별자치시 세종특별자치시 전의면 만세길 5
8535,MA010120220813692411,곱깨비,음식,곱창 전골/구이,세종특별자치시 세종특별자치시 대평동 668,세종특별자치시 세종특별자치시 대평로 80
8536,MA010120220813684787,한밭위드,시설관리·임대,조경 유지·관리 서비스업,세종특별자치시 세종특별자치시 장군면 도계리 154-16,세종특별자치시 세종특별자치시 장군면 장척로 399
8537,MA010120220813692958,스마트사무용가구,소매,가구 소매업,세종특별자치시 세종특별자치시 조치원읍 남리 87-9,세종특별자치시 세종특별자치시 조치원읍 배수장길 10
8538,MA010120220813697077,토박이부동산컨설팅,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 전동면 노장리 616-6,세종특별자치시 세종특별자치시 전동면 운주산로 376
8539,MA010120220813681503,투다리전의점,음식,일반 유흥 주점,세종특별자치시 세종특별자치시 전의면 읍내리 254-30,세종특별자치시 세종특별자치시 전의면 운주산로 1198
8540,MA010120220813685565,여울목식당,음식,횟집,세종특별자치시 세종특별자치시 전의면 동교리 192-19,세종특별자치시 세종특별자치시 전의면 운주산로 1177-2
8541,MA010120220813689627,살포시달콤공방,예술·스포츠,기타 오락관련 서비스업,세종특별자치시 세종특별자치시 전의면 읍내리 224-2,세종특별자치시 세종특별자치시 전의면 장터길 9
8542,MA010120220813675171,소녹원,소매,꽃집,세종특별자치시 세종특별자치시 도담동 670,세종특별자치시 세종특별자치시 보듬3로 8-13
8543,MA010120220813654981,포그니,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 아름동 1331,세종특별자치시 세종특별자치시 아름서1길 13-6
8544,MA010120220813659390,조이,음식,빵/도넛,세종특별자치시 세종특별자치시 나성동 809,세종특별자치시 세종특별자치시 나성북로 30
8545,MA010120220813660177,라쎄종Lasaison,음식,경양식,세종특별자치시 세종특별자치시 나성동 811,세종특별자치시 세종특별자치시 나성로 96
8546,MA010120220813656172,팔공티조치원,음식,카페,세종특별자치시 세종특별자치시 조치원읍 침산리 277-5,세종특별자치시 세종특별자치시 조치원읍 문화길 29
8547,MA010120220813656641,경양카츠,음식,일식 회/초밥,세종특별자치시 세종특별자치시 새롬동 579,세종특별자치시 세종특별자치시 새롬중앙로 62-15
8548,MA010120220813661088,지에스25세종,소매,편의점,세종특별자치시 세종특별자치시 종촌동 666,세종특별자치시 세종특별자치시 달빛로 47
8549,MA010120220813661368,한국남성건강연구소,소매,건강보조식품 소매업,세종특별자치시 세종특별자치시 조치원읍 신안리 300,세종특별자치시 세종특별자치시 조치원읍 세종로 2639
8550,MA010120220813653282,에이식스프로,소매,컴퓨터/소프트웨어 소매업,세종특별자치시 세종특별자치시 나성동 798,세종특별자치시 세종특별자치시 나성북로 9
8551,MA010120220813661006,명작건축사사무소,과학·기술,건축 설계 및 관련 서비스업,세종특별자치시 세종특별자치시 보람동 721,세종특별자치시 세종특별자치시 한누리대로 2144
8552,MA010120220813649271,교촌치킨,음식,치킨,세종특별자치시 세종특별자치시 소담동 576,세종특별자치시 세종특별자치시 한누리대로 2009
8553,MA010120220813653354,정원푸드,음식,백반/한정식,세종특별자치시 세종특별자치시 조치원읍 정리 18-4,세종특별자치시 세종특별자치시 조치원읍 조치원8길 41
8554,MA010120220813657662,로즈,소매,화장품 소매업,세종특별자치시 세종특별자치시 금남면 용포리 88-6,세종특별자치시 세종특별자치시 금남면 용포로 45
8555,MA010120220813649731,홈스케치,소매,액세서리/잡화 소매업,세종특별자치시 세종특별자치시 조치원읍 원리 6-8,세종특별자치시 세종특별자치시 조치원읍 조치원로 20
8556,MA010120220813649535,동산인테리어,과학·기술,인테리어 디자인업,세종특별자치시 세종특별자치시 보람동 751,세종특별자치시 세종특별자치시 호려울로 51
8557,MA010120220813645999,미스터떡볶이&치킨,음식,김밥/만두/분식,세종특별자치시 세종특별자치시 조치원읍 서창리 297-1,세종특별자치시 세종특별자치시 조치원읍 돌마루4길 2
8558,MA010120220813649862,제주은희네해장국세종,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 어진동 551,세종특별자치시 세종특별자치시 도움8로 11-11
8559,MA010120220813654100,마이,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 조치원읍 침산리 272-10,세종특별자치시 세종특별자치시 조치원읍 행복1길 13
8560,MA010120220813658489,와플봄봄,음식,빵/도넛,세종특별자치시 세종특별자치시 다정동 939,세종특별자치시 세종특별자치시 다정중앙로 39
8561,MA010120220813795000,대성연구소-2,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 집현동 726,세종특별자치시 세종특별자치시 집현중앙7로 6
8562,MA010120220813798875,세종굴이야기,음식,백반/한정식,세종특별자치시 세종특별자치시 조치원읍 신흥리 291-6,세종특별자치시 세종특별자치시 조치원읍 세종로 2346
8563,MA010120220813803000,해동물류,시설관리·임대,포장/충전업,세종특별자치시 세종특별자치시 전동면 심중리 511-14,세종특별자치시 세종특별자치시 전동면 아래깊은내길 12-22
8564,MA010120220813797476,시그니아독일보청기,소매,의료기기 소매업,세종특별자치시 세종특별자치시 조치원읍 정리 87-11,세종특별자치시 세종특별자치시 조치원읍 새내8길 5
8565,MA010120220813799686,아이티전략연구원,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 집현동 726,세종특별자치시 세종특별자치시 집현중앙7로 6
8566,MA010120220813795774,수,교육,요가/필라테스 학원,세종특별자치시 세종특별자치시 조치원읍 원리 3-17,세종특별자치시 세종특별자치시 조치원읍 조치원5길 8
8567,MA010120220813807926,세종소담한의원,보건의료,한의원,세종특별자치시 세종특별자치시 소담동 543,세종특별자치시 세종특별자치시 한누리대로 2018
8568,MA010120220813791947,이에스티,과학·기술,건축 설계 및 관련 서비스업,세종특별자치시 세종특별자치시 조치원읍 명리 12-1,세종특별자치시 세종특별자치시 조치원읍 새내10길 84
8569,MA010120220813792087,티엔엔,시설관리·임대,고용 알선업,세종특별자치시 세종특별자치시 나성동 809,세종특별자치시 세종특별자치시 나성북로 30
8570,MA010120220813798491,세종반점,음식,중국집,세종특별자치시 세종특별자치시 연서면 와촌리 232-11,세종특별자치시 세종특별자치시 연서면 용연로 763
8571,MA010120220813796363,세종탐앤탐스한솔동점,음식,카페,세종특별자치시 세종특별자치시 한솔동 930,세종특별자치시 세종특별자치시 노을3로 92
8572,MA010120220813796392,프랭크버거,음식,버거,세종특별자치시 세종특별자치시 고운동 1719,세종특별자치시 세종특별자치시 마음로 74
8573,MA010120220813794924,용인댁토종순대,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 금남면 용포리 88-9,세종특별자치시 세종특별자치시 금남면 용포1길 9
8574,MA010120220813804793,수경손만두,음식,김밥/만두/분식,세종특별자치시 세종특별자치시 대평동 687,세종특별자치시 세종특별자치시 대평로 71
8575,MA010120220813805266,명진당구장,예술·스포츠,당구장,세종특별자치시 세종특별자치시 연서면 봉암리 218,세종특별자치시 세종특별자치시 연서면 봉암길 3
8576,MA010120220813805291,꼬기한점,음식,돼지고기 구이/찜,세종특별자치시 세종특별자치시 조치원읍 신흥리 228-1,세종특별자치시 세종특별자치시 조치원읍 대첩로 75
8577,MA010120220813797123,크린위드,수리·개인,세탁소,세종특별자치시 세종특별자치시 도담동 653,세종특별자치시 세종특별자치시 보듬4로 9
8578,MA010120220813801482,힐링,수리·개인,마사지/안마,세종특별자치시 세종특별자치시 아름동 1332,세종특별자치시 세종특별자치시 아름서1길 13-4
8579,MA010120220813793094,페리쉬,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 보람동 755,세종특별자치시 세종특별자치시 호려울로 9
8580,MA010120220813811742,파스쿠찌다정,음식,카페,세종특별자치시 세종특별자치시 다정동 936,세종특별자치시 세종특별자치시 다정중앙로 46
8581,MA010120220813899449,제이브로,수리·개인,미용실,세종특별자치시 세종특별자치시 조치원읍 신안리 394-12,세종특별자치시 세종특별자치시 조치원읍 섭골길 41-3
8582,MA010120220813899093,민트글라스세종아름점,소매,슈퍼마켓,세종특별자치시 세종특별자치시 아름동 1292,세종특별자치시 세종특별자치시 보듬3로 92
8583,MA010120220813891302,롯데리아세종대평페,음식,버거,세종특별자치시 세종특별자치시 대평동 680,세종특별자치시 세종특별자치시 대평3길 17
8584,MA010120220813895664,마당밥집,음식,요리 주점,세종특별자치시 세종특별자치시 금남면 용포리 91-10,세종특별자치시 세종특별자치시 금남면 용포1길 1
8585,MA010120220813903931,세종시수헤어인셀덤,수리·개인,미용실,세종특별자치시 세종특별자치시 전의면 읍내리 148-3,세종특별자치시 세종특별자치시 전의면 운주산로 1236
8586,MA010120220813922059,세종대왕어린이서점세종어린이서점,소매,서점,세종특별자치시 세종특별자치시 새롬동 574,세종특별자치시 세종특별자치시 새롬중앙로 34
8587,MA010120220813891888,유가네닭갈비세종,음식,닭/오리고기 구이/찜,세종특별자치시 세종특별자치시 대평동 672,세종특별자치시 세종특별자치시 시청대로 20
8588,MA010120220813921879,새벽별미술교습소,교육,미술학원,세종특별자치시 세종특별자치시 대평동 699,세종특별자치시 세종특별자치시 한누리대로 2257
8589,MA010120220813892164,꽃:담,소매,꽃집,세종특별자치시 세종특별자치시 소담동 539,세종특별자치시 세종특별자치시 소담8로 6
8590,MA010120220813892007,에스알디,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 금남면 대박리 313-29,세종특별자치시 세종특별자치시 금남면 청운가길 8
8591,MA010120220813900380,메리고라운드,음식,빵/도넛,세종특별자치시 세종특별자치시 조치원읍 신안리 321-14,세종특별자치시 세종특별자치시 조치원읍 돌간1길 2
8592,MA010120220813903980,베이비윙스,소매,유아용 의류 소매업,세종특별자치시 세종특별자치시 조치원읍 죽림리 396,세종특별자치시 세종특별자치시 조치원읍 도원로 16
8593,MA010120220813897190,프라임왁싱,수리·개인,피부 관리실,세종특별자치시 세종특별자치시 보람동 760,세종특별자치시 세종특별자치시 남세종로 450
8594,MA010120220813901119,강남GNI어학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 나성동 745,세종특별자치시 세종특별자치시 한누리대로 253
8595,MA010120220813897693,진양원조곱창나성점,음식,곱창 전골/구이,세종특별자치시 세종특별자치시 나성동 797,세종특별자치시 세종특별자치시 나성로 125-4
8596,MA010120220813905662,달시아이스크림세계과자,소매,슈퍼마켓,세종특별자치시 세종특별자치시 조치원읍 신흥리 228-1,세종특별자치시 세종특별자치시 조치원읍 대첩로 75
8597,MA010120220813893474,지원공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 부강면 부강리 448-1,세종특별자치시 세종특별자치시 부강면 부강2길 20
8598,MA010120220813893826,현대카정비,수리·개인,자동차 정비소,세종특별자치시 세종특별자치시 장군면 봉안리 380-1,세종특별자치시 세종특별자치시 장군면 봉안산소골길 8
8599,MA010120220813894555,박군치킨,음식,치킨,세종특별자치시 세종특별자치시 새롬동 556,세종특별자치시 세종특별자치시 새롬중앙로 89
8600,MA010120220813902907,하늘키즈북,소매,유아용 의류 소매업,세종특별자치시 세종특별자치시 고운동 1369,세종특별자치시 세종특별자치시 마음안1로 155
8601,MA010120220813846118,심플Simple,음식,카페,세종특별자치시 세종특별자치시 조치원읍 남리 299-2,세종특별자치시 세종특별자치시 조치원읍 새내4길 18
8602,MA010120220813842886,매스미디어센타,소매,서점,세종특별자치시 세종특별자치시 조치원읍 신흥리 25-7,세종특별자치시 세종특별자치시 조치원읍 장등길 12
8603,MA010120220813854689,신진종합관리,시설관리·임대,"소독, 구충 및 방제 서비스업",세종특별자치시 세종특별자치시 부강면 부강리 464-7,세종특별자치시 세종특별자치시 부강면 부강5길 25
8604,MA010120220813846586,와이피알컨설팅,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 나성동 784,세종특별자치시 세종특별자치시 나성로 33-6
8605,MA010120220813842854,연세클라비어음악학원,교육,음악학원,세종특별자치시 세종특별자치시 소담동 540,세종특별자치시 세종특별자치시 한누리대로 2012
